CurrentTime,GazePos_x,GazePos_y
170.4687,0.3832918,0.4784735
170.6687,0.4732246,0.4771987
170.8687,0.4895151,0.4714268
171.0686,0.4882264,0.4710027
171.2686,0.4900342,0.4606281
171.4687,0.4868201,0.4614524
171.6687,0.4763561,0.4627387
171.8687,0.4810055,0.4761206
172.0686,0.4779455,0.4771084
172.2686,0.4832639,0.4717458
172.4687,0.4759184,0.465413
172.6687,0.4759184,0.465413
172.8786,0.5327306,0.5065362
173.0787,0.4938318,0.4559515
173.2787,0.4940109,0.452996
173.4787,0.4940109,0.452996
173.6786,0.4940109,0.452996
173.8786,0.4940109,0.452996
174.0787,0.4940109,0.452996
174.2787,0.4940109,0.452996
174.4787,0.4940109,0.452996
174.6786,0.4940109,0.452996
174.8786,0.4940109,0.452996
175.0787,0.4940109,0.452996
175.2787,0.4940109,0.452996
175.4787,0.4940109,0.452996
175.6786,0.4940109,0.452996
175.8786,0.4940109,0.452996
176.0787,0.4940109,0.452996
176.2787,0.4940109,0.452996
176.4787,0.4940109,0.452996
176.6786,0.4940109,0.452996
176.8786,0.4940109,0.452996
177.0787,0.4940109,0.452996
177.2787,0.4940109,0.452996
177.4787,0.4940109,0.452996
177.6786,0.4940109,0.452996
177.8786,0.4940109,0.452996
178.0787,0.4940109,0.452996
178.2787,0.4940109,0.452996
178.4787,0.4940109,0.452996
178.6786,0.4940109,0.452996
178.8786,0.4940109,0.452996
179.0787,0.4940109,0.452996
179.2787,0.4940109,0.452996
179.4787,0.4940109,0.452996
179.6786,0.4940109,0.452996
179.8786,0.4940109,0.452996
180.0787,0.4940109,0.452996
180.2787,0.4940109,0.452996
180.4787,0.4940109,0.452996
180.6786,0.4940109,0.452996
180.8786,0.4940109,0.452996
181.0787,0.4940109,0.452996
181.2787,0.4940109,0.452996
